Player,ano,GPos40,cp1,altura,peso,40yd
Julian Jenkins,2006,g2,-15.148935919172,193.04,125.644984,5.03
P.J. Alexander,2002,g1,-24.8336701156422,193.04,135.624008,5.38
Tyrone McKenzie,2009,g2,1.04298693929007,187.96,110.222856,4.76
Blaise Andries,2022,g1,-30.0202132053881,198.12,139.706336,5.1
Shareece Wright,2011,g3,28.4123775622237,180.34,83.91452,4.41
Markus White,2011,g2,-9.69426563443285,190.5,120.655472,4.86
Vernon Davis,2006,g2,-4.41168334544909,190.5,115.212368,4.38
Darnay Holmes,2020,g3,24.6225288412413,177.8,88.45044,4.48
Jonathan Orr,2006,g3,20.8526705229792,187.96,89.811216,4.44
Andre Chachere,2018,g3,21.19684651449,182.88,90.7184,4.49
Rameel Connor,2000,g2,-14.0964175419193,190.5,125.191392,5
Tanner Vallejo,2017,g2,8.2585179870238,185.42,103.418976,4.67
Andre Dixon,2010,g3,18.3834673742427,185.42,92.98636,4.56
Javon Leake,2020,g3,14.5936186532603,182.88,97.52228,4.65
Charlie Taumoepeau,2020,g2,2.36363251153601,187.96,108.86208,4.75
Richie Ross,2006,g3,14.785697051736,193.04,94.800728,4.61
Andre Hall,2006,g3,20.1243377345169,172.72,94.347136,4.4
Owen Daniels,2006,g2,-3.97146815470044,190.5,114.758776,4.65
Michael Griffin,2007,g3,20.3164161329927,182.88,91.625584,4.45
Michael Campanaro,2014,g3,26.5554775999913,175.26,87.089664,4.46
Ryan Russell,2015,g2,-11.6272143931828,193.04,122.016248,4.75
Mark Herzlich,2011,g2,-0.621834624466652,193.04,110.676448,4.91
Scott Wells,2004,g1,-24.0492789333828,187.96,136.0776,5.3
Henry Anderson,2015,g2,-23.8572005349071,198.12,133.356048,4.97
Charles Lee,2000,g3,19.7041129464886,185.42,91.625584,4.56
Kevin Dodd,2016,g2,-15.761239105676,195.58,125.644984,4.86
Jace Sayler,2001,g1,-23.244897348403,195.58,133.356048,5.06
Patrick Willis,2007,g2,2.09550531654276,185.42,109.769264,4.51
Jack Williams,2000,g3,19.7801617430062,177.8,93.439952,4.72
Jerome Smith,2014,g3,13.0048458860211,180.34,99.79024,4.84
Trevor Johnson,2004,g2,-8.27758086294905,195.58,117.93392,4.8
Jonah Williams,2019,g1,-26.1543156878882,193.04,136.984784,5.12
Mike Gesicki,2018,g2,-2.55478338321664,195.58,112.037224,4.54
Avery Gennesy,2017,g1,-32.5854555533625,190.5,144.242256,5.35
Nick Kaczur,2005,g1,-33.6379739306152,193.04,144.695848,5.28
Deandre Coleman,2014,g1,-32.049201163376,195.58,142.427888,5.12
Jaylen Samuels,2018,g2,10.8037699322778,180.34,102.0582,4.54
Gabriel Davis,2020,g3,12.9287970895035,187.96,97.975872,4.54
Jovon Durante,2019,g3,39.4177573309399,180.34,72.57472,4.55
Randy Black,2001,g3,18.9957705607467,182.88,92.98636,4.74
Adam Carriker,2007,g2,-24.7376309164044,198.12,134.263232,4.9
Mychal Kendricks,2012,g2,4.64075726179677,180.34,108.408488,4.44
Rasheem Green,2018,g2,-14.8808087241787,195.58,124.7378,4.73
Jeron Johnson,2011,g3,17.1388705985143,177.8,96.161504,4.51
Alonzo Russell,2016,g3,16.1063426239819,193.04,93.439952,4.54
Shamarko Thomas,2013,g3,17.3109585942697,175.26,96.615096,4.42
Keith Smith,2011,g3,13.8092274710008,187.96,97.068688,4.65
Matthew Tucker,2013,g3,11.9523275087684,182.88,100.243832,4.55
Tyrion Davis-Price,2022,g3,16.3544794162549,182.88,95.707912,4.48
Josh Oliver,2019,g2,-3.43521376471393,195.58,112.944408,4.63
Montae Nicholson,2017,g3,14.6896578524981,187.96,96.161504,4.42
Jimmy Martin,2006,g1,-27.2068340651409,195.58,137.438376,5.23
Rashawn Scott,2016,g3,21.0247585187346,185.42,90.264808,4.54
Sylvester Williams,2013,g1,-30.3843795996193,190.5,141.974296,5.03
James Brewer,2011,g1,-36.6234410666178,198.12,146.510216,5.21
Pierre Garcon,2008,g3,16.7946946070035,182.88,95.25432,4.42
Tyler Badie,2022,g3,24.9667048327521,172.72,89.357624,4.45
Ola Adeniyi,2018,g2,-1.15808901445316,187.96,112.490816,4.83
Aaron Dobson,2013,g3,14.9577850474914,190.5,95.25432,4.37
Kyle Fuller,2017,g1,-28.9676948281355,195.58,139.252744,5.24
Eldra Buckley,2007,g3,22.1533256925048,175.26,91.625584,4.56
Skyler Phillips,2018,g1,-32.5854555533625,190.5,144.242256,5.1
Nate Byham,2010,g2,-11.1869992024342,193.04,121.562656,4.97
Darryl Sharpton,2010,g2,5.96140283404271,180.34,107.047712,4.81
Denzel Ward,2018,g3,29.905111130225,177.8,83.007336,4.32
Evan Moore,2008,g2,2.99592610076037,198.12,105.686936,4.74
Josh Davis,2004,g3,22.421452887498,177.8,90.7184,4.54
Boo Williams,2000,g3,12.1244155045238,180.34,100.697424,4.52
Jonathon Amaya,2010,g3,19.26389775574,185.42,92.079176,4.43
Tony Pollard,2019,g3,16.7946946070035,182.88,95.25432,4.52
Jahi Word-Daniels,2009,g3,22.5174920867359,182.88,89.357624,4.59
Trung Canidate,2000,g3,24.8906560362345,180.34,87.543256,4.41
Morris Wooten,2009,g2,7.55017560128191,182.88,104.779752,5
Jessie Daniels,2007,g3,14.7657066490157,180.34,97.975872,4.54
Will Blackmon,2006,g3,22.0772768959873,182.88,89.811216,4.47
Josh Redding,2001,g1,-32.7575435491179,193.04,143.788664,5.47
Marques Sullivan,2001,g1,-42.6143657413435,195.58,153.314096,5.32
Fenuki Tupou,2009,g1,-32.049201163376,195.58,142.427888,5.2
Leon Orr,2015,g1,-36.0111378801138,195.58,146.510216,5.16
Martin Emerson,2022,g3,19.5320249507332,187.96,91.171992,4.53
DeAndrew White,2015,g3,24.8906560362345,180.34,87.543256,4.44
Joe Staley,2007,g1,-29.1397828238908,198.12,138.799152,4.79
Rueben Randle,2012,g3,14.9577850474914,190.5,95.25432,4.55
Vincent Taylor,2017,g1,-26.4224428828814,190.5,137.891968,5.07
Maurice Brown,2004,g3,12.8327578902657,182.88,99.336648,4.56
Chase Johnson,2005,g1,-40.9295537748664,203.2,149.68536,5.41
Fili Moala,2009,g1,-27.4749612601341,193.04,138.34556,5.07
Chastin West,2010,g3,15.9142642255062,182.88,96.161504,4.59
Gabe Wright,2015,g1,-24.6615821198868,190.5,136.0776,5.07
Tank Williams,2002,g3,10.2875059450116,187.96,100.697424,4.46
William Kershaw,2006,g2,1.75132932503198,190.5,108.86208,4.63
Kevin Ware,2003,g2,-5.29211372694638,190.5,116.119552,4.79
Kenyatta Jones,2001,g1,-28.183303645876,190.5,139.706336,5.01
Chad Lavalais,2004,g1,-24.7576213191247,185.42,137.438376,5.09
Constantin Ritzmann,2004,g2,-6.61275929919232,190.5,117.480328,4.97
Leron McCoy,2005,g3,15.7421762297508,185.42,95.707912,4.4
Scott Jackson,2004,g1,-25.2738853063909,193.04,136.0776,4.98
John McCargo,2006,g1,-24.317406128376,185.42,136.984784,5.15
Ryan Steed,2012,g3,24.6225288412413,177.8,88.45044,4.64
Keaontay Ingram,2022,g3,11.9523275087684,182.88,100.243832,4.53
Ted Ginn,2007,g3,31.4938838974642,180.34,80.739376,4.38
Tyrell Johnson,2008,g3,18.1153401792494,182.88,93.893544,4.41
Amara Darboh,2017,g3,13.8092274710008,187.96,97.068688,4.45
Lionel Dotson,2008,g1,-23.5130245433963,193.04,134.263232,5.38
Andy Alleman,2007,g1,-27.4749612601341,193.04,138.34556,5.07
Larry Stevens,2004,g2,1.92341732078737,187.96,109.315672,4.86
Saahdiq Charles,2020,g1,-34.5184043121124,193.04,145.603032,5.05
Amini Silatolu,2012,g1,-30.116252404626,193.04,141.067112,5.33
Clinton Portis,2002,g3,20.0482889379994,180.34,92.532768,4.42
Kyle Long,2013,g1,-32.2212891591314,198.12,141.974296,4.91
A.C. Leonard,2014,g2,-2.91894977744775,187.96,114.305184,4.5
Brian Urlacher,2000,g2,-6.78484729494771,193.04,117.026736,4.59
Chris Denman,2007,g1,-33.1017195406287,198.12,142.88148,5.62
Janzen Jackson,2012,g3,27.0917319899778,180.34,85.275296,4.6
Lydell Sargeant,2009,g3,27.4359079814886,175.26,86.18248,4.48
Devante Bond,2016,g2,5.17701165178327,185.42,106.59412,4.7
Josh Robinson,2015,g3,16.1624010177791,172.72,98.429464,4.7
Jonathan Ledbetter,2019,g2,-16.4695814914179,193.04,127.00576,5.14
Drew Strojny,2004,g1,-38.9966050161165,200.66,148.324584,5.37
Brennan Marion,2009,g3,27.5319471807264,180.34,84.821704,4.52
Bennie Joppru,2003,g2,-12.9478599654288,193.04,123.377024,4.78
Rock Ya-Sin,2019,g3,24.7185680404791,182.88,87.089664,4.51
Austin Deculus,2022,g1,-35.1307074986165,195.58,145.603032,5.08
Kendrick Rogers,2001,g1,-30.72855559113,195.58,141.067112,5.16
Darnell Jenkins,2008,g3,28.7565535537345,175.26,84.821704,4.52
Jasper Brinkley,2009,g2,-2.91894977744775,187.96,114.305184,4.67
Nevin Lawson,2014,g3,27.4359079814886,175.26,86.18248,4.48
David Terrell,2001,g3,13.6371394752454,190.5,96.615096,4.43
Jonathan Lewis,2006,g1,-27.3989124636166,185.42,140.159928,4.97
Mike Collins,2002,g1,-25.8861884928949,195.58,136.0776,5.53
Marcus Dixon,2008,g2,-21.7521637804017,193.04,132.448864,5.2
Darnell Dockett,2004,g1,-23.3409365476409,190.5,134.716824,5
Ryan Miller,2012,g1,-36.3553138716246,200.66,145.603032,5.16
Justin Kurpeikis,2001,g2,-3.53125296395179,190.5,114.305184,4.97
Andy Eby,2002,g1,-24.6615821198868,190.5,136.0776,5.1
Brandon Parker,2018,g1,-29.9241740061503,203.2,138.34556,5.4
Mark Roman,2000,g3,27.0917319899778,180.34,85.275296,4.55
Quentin Harris,2002,g3,14.1534034625116,182.88,97.975872,4.61
Gerald Cadogan,2009,g1,-29.8481252096328,195.58,140.159928,4.99
Deon Cain,2018,g3,19.0918097599846,187.96,91.625584,4.43
Domanick Williams,2003,g3,17.3109585942697,175.26,96.615096,4.63
Armon Binns,2011,g3,15.39800023824,190.5,94.800728,4.5
Abraham Elimimian,2005,g3,26.8236047949845,177.8,86.18248,4.62
Jerard White,2000,g3,14.8617458482535,185.42,96.615096,4.61
Mike Person,2011,g1,-24.8336701156422,193.04,135.624008,5.07
Von Hutchins,2004,g3,29.0246807487277,177.8,83.91452,4.46
Ja'Tyre Carter,2022,g1,-29.503949218122,190.5,141.067112,5.13
Jason McAddley,2002,g3,19.26389775574,185.42,92.079176,4.47
Scott Young,2005,g1,-30.5564675953746,193.04,141.520704,5.08
Kareem Jackson,2010,g3,24.1823136504926,177.8,88.904032,4.4
Ed Wang,2010,g1,-32.049201163376,195.58,142.427888,5.18
Leki Fotu,2020,g2,-39.0926442153543,195.58,149.68536,5.15
Ryan Spadola,2013,g3,18.8236825649913,185.42,92.532768,4.48
Rich Alexis,2004,g3,16.7946946070035,182.88,95.25432,4.64
Nelson Spruce,2016,g3,17.943252183494,185.42,93.439952,4.69
Derrick Knight,2004,g3,19.0718193572643,175.26,94.800728,4.71
Marshawn Lynch,2007,g3,15.2059218397643,180.34,97.52228,4.46
J.R. Reed,2020,g3,19.7041129464886,185.42,91.625584,4.54
Aaron Maybin,2009,g2,-2.82291057820989,193.04,112.944408,4.64
Erik Cook,2010,g1,-34.4223651128746,198.12,144.242256,5.55
Brian Hill,2017,g3,12.2204547037616,185.42,99.336648,4.54
Daniel Kilgore,2011,g1,-28.183303645876,190.5,139.706336,5.28
Rolando McClain,2010,g2,-4.41168334544909,190.5,115.212368,4.68
Akeem Dent,2011,g2,2.09550531654276,185.42,109.769264,4.73
Godwin Igwebuike,2018,g3,18.9957705607467,182.88,92.98636,4.44
Kyle Link,2009,g1,-28.0872644466382,195.58,138.34556,5.45
Robert Herron,2014,g3,26.1152624092426,175.26,87.543256,4.48
Ashley Lelie,2002,g3,20.6805825272238,190.5,89.357624,4.49
Kurt Vollers,2002,g1,-36.3553138716246,200.66,145.603032,5.36
Alan Bonner,2013,g3,25.5029592227386,177.8,87.543256,4.59
Lucas Nix,2012,g1,-33.3698467356219,195.58,143.788664,5.36
Tariq Castro-Fields,2022,g3,21.9051889002319,185.42,89.357624,4.38
Brandon Mosley,2012,g1,-32.66150434988,198.12,142.427888,5.14
Matterral Richardson,2008,g3,24.4504408454859,180.34,87.996848,4.64
Kyle Hamilton,2022,g3,9.94332995350087,193.04,99.79024,4.59
Tony Pape,2004,g1,-36.6234410666178,198.12,146.510216,5.36
Cliff Matthews,2011,g2,-5.73232891769503,190.5,116.573144,4.81
Nate Herbig,2019,g1,-40.0691137960895,190.5,151.95332,5.41
Nick Rogers,2002,g2,-2.47873458669911,187.96,113.851592,4.73
Tank Carder,2012,g2,4.12449327453059,187.96,107.047712,4.58
Anthony Bryant,2005,g1,-40.9495441775868,190.5,152.860504,5.06
Michael Clayton,2004,g3,15.39800023824,190.5,94.800728,4.67
Kyle Murphy,2016,g1,-28.6995676331422,198.12,138.34556,5.19
Mike Neal,2010,g1,-22.0202909753949,190.5,133.356048,4.87
LeVante Bellamy,2020,g3,26.5554775999913,175.26,87.089664,4.5
Fred Ross,2017,g3,14.8617458482535,185.42,96.615096,4.51
Chris Owens,2009,g3,30.7855415117223,177.8,82.100152,4.44
Corey Williams,2004,g1,-30.9966827861233,193.04,141.974296,5.18
David Diehl,2003,g1,-30.9006435868854,198.12,140.61352,5.26
Will Allen,2001,g3,25.9431744134872,177.8,87.089664,4.44
Joe Don Duncan,2014,g2,-10.5746960159301,190.5,121.562656,4.79
Dante Wesley,2002,g3,15.7421762297508,185.42,95.707912,4.43
Jimmy Smith,2011,g3,15.1298730432468,187.96,95.707912,4.42
Trey Darilek,2004,g1,-25.7141004971395,193.04,136.531192,5.23
Tanner Hawkinson,2013,g1,-25.0057581113976,195.58,135.170416,5.07
Blake Bell,2015,g2,-5.36816252346391,198.12,114.305184,4.8
Jordan Richards,2015,g3,16.9667826027589,180.34,95.707912,4.65
Nick Fairley,2011,g1,-21.3119485896531,193.04,131.995272,4.84
Fred Booker,2001,g3,26.1152624092426,175.26,87.543256,4.65
Chris Carter,2011,g2,-0.545785827949126,185.42,112.490816,4.58
Chris Young,2002,g3,16.7946946070035,182.88,95.25432,4.63
Brandon Meriweather,2007,g3,24.0102256547372,180.34,88.45044,4.47
Chad Beasley,2002,g1,-27.2068340651409,195.58,137.438376,5.15
Leon Washington,2006,g3,23.2058440697575,172.72,91.171992,4.42
Jeremy Trueblood,2006,g1,-34.7665411043854,203.2,143.335072,5.25
DaShon Polk,2000,g2,5.44513884677653,187.96,105.686936,4.75
Holton Hill,2018,g3,19.3599369549778,190.5,90.7184,4.49
D'Brickashaw Ferguson,2006,g1,-31.7810739683827,198.12,141.520704,5.08
Frank Romero,2002,g1,-25.2738853063909,193.04,136.0776,5.3
Kenny Peterson,2003,g2,-23.7811517383895,190.5,135.170416,4.8
Justin Blalock,2007,g1,-33.4658859348598,190.5,145.14944,5.1
Keith Smith,2000,g3,19.3399465522575,177.8,93.893544,4.5
Isaiah Ford,2017,g3,23.2258344724778,185.42,87.996848,4.61
Sedrick Curry,2000,g3,21.9051889002319,185.42,89.357624,4.44
Erik Flowers,2000,g2,-12.5076447746801,193.04,122.923432,4.75
Dicenzo Miller,2002,g3,15.8182250262683,177.8,97.52228,4.93
Zane Taylor,2011,g1,-28.0112156501206,187.96,140.159928,5.52
Anthony Hill,2009,g2,-9.15801124444635,195.58,118.841104,4.84
Larry Fitzgerald,2004,g3,8.35455718626167,190.5,102.0582,4.48
Kader Drame,2006,g1,-21.4840365854084,195.58,131.54168,5.25
