Player,ano,GPos40,cp1,altura,peso,40yd
Mike Jenkins,2008,g3,23.742098459744,177.8,89.357624,4.38
Kendrick Starling,2004,g3,23.6660496632264,185.42,87.543256,4.49
Anthony Smith,2006,g3,23.8381376589818,182.88,87.996848,4.71
Zaycoven Henderson,2018,g1,-21.9442421788774,182.88,135.170416,5.16
Marcell Dareus,2011,g1,-33.0256707441111,190.5,144.695848,4.93
Jamil Soriano,2003,g1,-32.7575435491179,193.04,143.788664,5.48
Paul Williams,2007,g3,18.3834673742427,185.42,92.98636,4.45
Beau Benzschawel,2019,g1,-30.4604283961368,198.12,140.159928,5.24
E.J. Gaines,2014,g3,26.8236047949845,177.8,86.18248,4.44
Victor Abiamiri,2007,g2,-10.7467840116855,193.04,121.109064,4.8
Daryl Smith,2004,g2,5.00492365602788,187.96,106.140528,4.67
Tony Hunt,2007,g3,5.44513884677653,187.96,105.686936,4.68
Ennis Davis,2001,g1,-26.1543156878882,193.04,136.984784,5.1
Early Doucet,2008,g3,17.2349097977521,182.88,94.800728,4.59
Paul Perkins,2016,g3,18.8997313615089,177.8,94.347136,4.54
Onterio McCalebb,2013,g3,36.5083389914547,177.8,76.203456,4.34
Simeon Castille,2008,g3,23.3979224682332,182.88,88.45044,4.63
Devon Johnson,2016,g3,4.46866926604138,182.88,107.954896,4.64
Jeff Otah,2008,g1,-36.1832258758692,198.12,146.056624,5.55
Steven Johnson,2012,g2,4.02845407529273,182.88,108.408488,4.71
Brett Helms,2009,g1,-17.8862662629018,187.96,129.727312,5.39
Khiawatha Downey,2004,g1,-39.3607714103476,193.04,150.592544,5.5
Scottie Phillips,2020,g3,19.6841225437683,172.72,94.800728,4.56
Demetri Goodson,2014,g3,24.4504408454859,180.34,87.996848,4.52
Cameron Graham,2011,g2,-0.00953143796261358,190.5,110.676448,5
Kristian Fulton,2020,g3,22.5174920867359,182.88,89.357624,4.46
Alex Wesley,2019,g3,25.5989984219764,182.88,86.18248,4.45
Blake Cashman,2019,g2,4.29658127028598,185.42,107.501304,4.5
Giorgio Newberry,2016,g2,-19.2829606316652,195.58,129.27372,4.94
Allen Lazard,2018,g3,6.24952043175629,195.58,102.965384,4.55
Brandon Coleman,2014,g3,6.51764762674955,198.12,102.0582,4.56
Christian Ballard,2011,g2,-17.7902270636639,193.04,128.366536,4.75
Matt Ware,2004,g3,16.0103034247441,187.96,94.800728,4.54
Quentin McCord,2001,g3,26.3833896042359,177.8,86.636072,4.48
Shawn Williams,2013,g3,15.4740490347576,182.88,96.615096,4.46
Kevin Ogletree,2009,g3,22.9577072774845,182.88,88.904032,4.36
Mewelde Moore,2004,g3,17.8472129842562,180.34,94.800728,4.65
Rannell Hall,2015,g3,22.0772768959873,182.88,89.811216,4.6
Seth Olsen,2009,g1,-28.5274796373868,195.58,138.799152,5.23
Isaiah Simmons,2020,g2,2.01945652002522,193.04,107.954896,4.39
Syvelle Newton,2007,g3,12.6606698945103,185.42,98.883056,4.64
Josh Beekman,2007,g1,-29.7720764131152,187.96,141.974296,5.36
Mike Goodson,2009,g3,17.6751249885008,182.88,94.347136,4.43
Todd Pinkston,2000,g3,33.6189110546899,187.96,76.657048,4.45
Marcus Gilbert,2011,g1,-39.7049474018584,198.12,149.68536,5.41
Dan Buenning,2005,g1,-34.0781891213638,193.04,145.14944,5.35
Mike Montgomery,2005,g2,-15.3210239149274,195.58,125.191392,5.05
Nate Gerry,2017,g3,12.0483667080062,187.96,98.883056,4.58
Kevin Basped,2010,g2,-6.78484729494771,193.04,117.026736,4.75
Marcus Hudson,2006,g3,23.2258344724778,185.42,87.996848,4.55
Cedric James,2001,g3,18.2113793784873,187.96,92.532768,4.49
Vincent Gray,2022,g3,23.4939616674711,187.96,87.089664,4.54
D.J. Parker,2008,g3,25.3308712269832,180.34,87.089664,4.59
Garret Dooley,2018,g2,-1.7703922009572,190.5,112.490816,4.8
Kion Wilson,2010,g2,4.02845407529273,182.88,108.408488,4.87
Arman Shields,2008,g3,23.2258344724778,185.42,87.996848,4.37
Austin Allen,2022,g2,-7.03298408722064,203.2,114.758776,4.83
Zach Fulton,2014,g1,-32.9296315448733,195.58,143.335072,5.16
Ben Burr-Kirven,2019,g2,7.99039079203056,182.88,104.32616,4.56
Chris Baker,2002,g2,-6.17254410844367,190.5,117.026736,4.81
Roscoe Parrish,2005,g3,36.5083389914547,177.8,76.203456,4.37
Louis Murphy,2009,g3,18.6515945692359,187.96,92.079176,4.32
Wade Smith,2003,g1,-23.5130245433963,193.04,134.263232,5.14
Walter Young,2003,g3,11.9723179114887,195.58,97.068688,4.54
Rashard Higgins,2016,g3,22.3454040909805,185.42,88.904032,4.64
Rashard Anderson,2000,g3,17.33094899699,187.96,93.439952,4.55
Jelani Woods,2022,g2,-9.06197204520848,200.66,117.480328,4.61
Mike Kudla,2006,g2,-8.64174725718017,187.96,120.20188,4.72
Coby Bryant,2022,g3,23.6660496632264,185.42,87.543256,4.54
J.J. Nelson,2015,g3,41.7909212804385,177.8,70.760352,4.28
Dominique Stevenson,2002,g2,7.55017560128191,182.88,104.779752,4.53
Geno Hayes,2008,g2,9.1389483685211,185.42,102.511792,4.64
Bear Pascoe,2009,g2,-4.31564414621123,195.58,113.851592,4.89
Khaseem Greene,2013,g2,2.5357205072914,185.42,109.315672,4.71
Ethan Howell,2000,g3,27.9721623714751,180.34,84.368112,4.56
Jeremy LeSueur,2004,g3,22.5174920867359,182.88,89.357624,4.53
Corey Lemonier,2013,g2,-4.85189853619773,190.5,115.66596,4.6
Wyatt Ray,2019,g2,-5.73232891769503,190.5,116.573144,4.83
Gerrick McPhearson,2006,g3,24.1823136504926,177.8,88.904032,4.42
Kapri Bibbs,2014,g3,17.7511737850183,175.26,96.161504,4.67
Hassan Ridgeway,2016,g1,-25.9822276921328,190.5,137.438376,5.02
Marlon Brown,2013,g3,13.0248362887414,193.04,96.615096,4.63
Ben Tate,2010,g3,13.0048458860211,180.34,99.79024,4.34
Darrell Henderson,2019,g3,20.1243377345169,172.72,94.347136,4.49
Tatum Bell,2004,g3,16.5265674120102,180.34,96.161504,4.37
Alex Cappa,2018,g1,-28.6995676331422,198.12,138.34556,5.39
Quinn Christensen,2004,g1,-31.7810739683827,198.12,141.520704,5.1
Arthur Jones,2010,g1,-25.1017973106355,190.5,136.531192,5.04
Ahmad Childress,2004,g1,-48.9494664075799,198.12,159.210792,5.28
Mac Tuiaea,2000,g1,-24.7376309164044,198.12,134.263232,5.09
Joey Chustz,2000,g1,-28.8716556288976,200.66,137.891968,5.08
Leonard Myers,2001,g3,26.8236047949845,177.8,86.18248,4.65
Max Garcia,2015,g1,-29.2358220231287,193.04,140.159928,5.24
Coty Sensabaugh,2012,g3,26.6515167992291,180.34,85.728888,4.33
Cary Harris,2009,g3,27.5319471807264,180.34,84.821704,4.66
Marshay Green,2010,g3,31.838059888975,175.26,81.64656,4.52
Justin Hickman,2007,g2,-3.18707697244101,185.42,115.212368,4.75
Kevin Garrett,2003,g3,25.675047218494,175.26,87.996848,4.32
Kirk Morrison,2005,g2,5.17701165178327,185.42,106.59412,4.75
DeAngelo Peterson,2012,g2,0.430683752786034,190.5,110.222856,4.69
Ken Ekanem,2017,g2,-5.73232891769503,190.5,116.573144,4.88
Justin Harrell,2007,g1,-25.2738853063909,193.04,136.0776,5.04
Nick Bosa,2019,g2,-10.3065688209369,193.04,120.655472,4.79
Kerry Hyder,2014,g1,-19.6471270258963,187.96,131.54168,5.1
Todd Wade,2000,g1,-39.1686930118719,203.2,147.870992,5.22
Jalil Brown,2011,g3,18.8236825649913,185.42,92.532768,4.52
Ben Ijalana,2011,g1,-32.7575435491179,193.04,143.788664,5.2
Christian Tupou,2012,g1,-19.2069118351477,187.96,131.088088,5.38
Josh Bullocks,2005,g3,17.2349097977521,182.88,94.800728,4.46
Macho Harris,2009,g3,22.6895800824913,180.34,89.811216,4.46
Chase Edmonds,2018,g3,20.8326801202588,175.26,92.98636,4.55
Mason Foster,2011,g2,0.774859744296816,185.42,111.13004,4.75
Matt Spanos,2008,g1,-33.3698467356219,195.58,143.788664,5.47
Rasul Douglas,2017,g3,16.0103034247441,187.96,94.800728,4.59
Brooks Foster,2009,g3,16.3544794162549,182.88,95.707912,4.44
Gerri Green,2019,g2,-4.14355615045583,193.04,114.305184,4.63
James Quick,2017,g3,27.359859184971,182.88,84.368112,4.6
Devon Cajuste,2016,g3,3.78031728301981,193.04,106.140528,4.62
Telvin Smith,2014,g2,11.4360635215022,190.5,98.883056,4.52
Ali Marpet,2015,g1,-28.3553916416314,193.04,139.252744,4.98
Tim Massaquoi,2006,g2,-6.61275929919232,190.5,117.480328,4.85
Ejuan Price,2017,g2,3.76032688029949,180.34,109.315672,4.84
Luke Tenuta,2022,g1,-36.0871866766313,203.2,144.695848,5.41
Jason Avant,2006,g3,15.9142642255062,182.88,96.161504,4.62
Andre Williams,2014,g3,8.60269397853459,180.34,104.32616,4.56
AJ Derby,2015,g2,-5.46420172270177,193.04,115.66596,4.72
Stephen Hill,2012,g3,12.1444059072441,193.04,97.52228,4.36
Jordan Willis,2017,g2,-5.46420172270177,193.04,115.66596,4.53
Rob Gronkowski,2010,g2,-10.6507448124477,198.12,119.748288,4.68
Chaz Williams,2007,g3,23.5700104639886,180.34,88.904032,4.68
Shawn Oakman,2016,g2,-22.0003005726746,203.2,130.180904,4.96
Melvin Gordon,2015,g3,13.9813154667562,185.42,97.52228,4.52
Ryquell Armstead,2019,g3,13.0048458860211,180.34,99.79024,4.45
James Morris,2014,g2,2.5357205072914,185.42,109.315672,4.8
Fabian Moreau,2017,g3,18.5555553699981,182.88,93.439952,4.35
Dillon Mitchell,2019,g3,21.9051889002319,185.42,89.357624,4.46
Jurrell Casey,2011,g1,-23.4369757468788,185.42,136.0776,5.04
Jonathan Williams,2016,g3,13.0048458860211,180.34,99.79024,4.56
Jason Verrett,2014,g3,27.8761231722372,175.26,85.728888,4.38
Chris Miller,2020,g3,26.2113016084805,180.34,86.18248,4.61
Justice Hill,2019,g3,23.3018832689953,177.8,89.811216,4.4
Jack Williams,2008,g3,29.1967687444831,175.26,84.368112,4.43
Charles Cross,2022,g1,-28.9676948281355,195.58,139.252744,4.95
Shawn Loiseau,2012,g2,1.82737812154951,182.88,110.676448,4.74
Nate Clements,2001,g3,17.8472129842562,180.34,94.800728,4.38
Reggie White,2001,g3,8.87082117352785,182.88,103.418976,4.58
Siran Neal,2018,g3,21.6370617052386,182.88,90.264808,4.56
A.J. Hawk,2006,g2,-0.545785827949126,185.42,112.490816,4.59
Bo Smith,2007,g3,25.5029592227386,177.8,87.543256,4.44
Marc Anthony,2013,g3,23.5700104639886,180.34,88.904032,4.63
Letroy Guion,2008,g1,-25.9822276921328,190.5,137.438376,5.31
DeAndre Wright,2009,g3,22.6895800824913,180.34,89.811216,4.52
Shawn Crable,2008,g2,-1.67435300171934,195.58,111.13004,4.61
J.R. Tavai,2015,g2,-1.59830420520181,187.96,112.944408,4.91
Roderick Green,2004,g2,0.162556557792777,187.96,111.13004,4.7
Abraham Wright,2007,g2,1.48320213003872,187.96,109.769264,4.9
Raynoch Thompson,2000,g2,10.5556331400049,190.5,99.79024,4.65
Antwaan Randle El,2002,g3,26.3833896042359,177.8,86.636072,4.49
Taveze Calhoun,2016,g3,24.7185680404791,182.88,87.089664,4.58
Tank Johnson,2004,g1,-26.4224428828814,190.5,137.891968,4.69
Leonard Floyd,2016,g2,-1.84644099747473,198.12,110.676448,4.6
Chris Bell,2010,g3,15.1298730432468,187.96,95.707912,4.5
Devin Bush,2019,g2,6.84183321554,180.34,106.140528,4.43
Justin Fargas,2003,g3,12.2204547037616,185.42,99.336648,4.35
Tye Smith,2015,g3,23.3979224682332,182.88,88.45044,4.6
Cameron Artis-Payne,2015,g3,17.1388705985143,177.8,96.161504,4.53
Dion Dawkins,2017,g1,-31.4368979768719,193.04,142.427888,5.11
Craig Steltz,2008,g3,14.8617458482535,185.42,96.615096,4.63
Sean Guthrie,2002,g2,-11.6272143931828,193.04,122.016248,4.88
Markus Steele,2001,g2,5.27305085102114,190.5,105.233344,4.62
Sheldon Richardson,2013,g1,-21.4079877888909,187.96,133.356048,5.02
David Arkin,2011,g1,-25.8861884928949,195.58,136.0776,5.31
Jermaine Waller,2022,g3,30.0011503294629,182.88,81.64656,4.68
Tevin Carter,2016,g3,12.6606698945103,185.42,98.883056,4.48
Jose Valdez,2009,g1,-31.8771131676206,193.04,142.88148,5.16
Karlos Williams,2015,g3,7.37808760552651,185.42,104.32616,4.48
Travis Henry,2001,g3,12.9088066867832,175.26,101.151016,4.61
Myron Cunningham,2022,g1,-34.6904923078679,195.58,145.14944,5.38
Mortty Ivy,2009,g2,-0.545785827949126,185.42,112.490816,4.78
DeMarco McNeil,2004,g1,-27.8391276543652,185.42,140.61352,5.32
Chris Johnson,2008,g3,23.1297952732399,180.34,89.357624,4.24
Jerome Baker,2018,g2,7.81830279627516,185.42,103.872568,4.53
Doug Datish,2007,g1,-26.1543156878882,193.04,136.984784,5.13
Geronimo Allison,2016,g3,21.1207977179724,190.5,88.904032,4.67
Daryl Towns,2004,g2,10.6316819365224,182.88,101.604608,4.57
Kenny Clark,2016,g1,-30.8245947903679,190.5,142.427888,5.06
Cole Strange,2022,g1,-28.9676948281355,195.58,139.252744,5.03
Kenneth Dixon,2016,g3,15.8182250262683,177.8,97.52228,4.56
K.J. Malone,2018,g1,-26.5945308786368,193.04,137.438376,5.34
Maurice Mann,2004,g3,24.5464800447237,185.42,86.636072,4.57
Nephi Sewell,2022,g2,9.75125155502514,182.88,102.511792,4.67
DeSean Jackson,2008,g3,36.0681238007061,177.8,76.657048,4.35
Nick Vigil,2016,g2,2.80384770228465,187.96,108.408488,4.72
Brandon Marshall,2012,g2,2.09550531654276,185.42,109.769264,4.72
Jalen Ramsey,2016,g3,16.6226066112481,185.42,94.800728,4.41
Alfonzo Dennard,2012,g3,20.6605921245034,177.8,92.532768,4.48
James Hanna,2012,g2,-4.14355615045583,193.04,114.305184,4.43
Derrek Tuszka,2020,g2,-3.70334095970718,193.04,113.851592,4.79
Cecil Sapp,2003,g3,9.04290916928324,180.34,103.872568,4.55
Ray Willis,2005,g1,-38.3843018296124,198.12,148.324584,5.18
Tegray Scales,2018,g2,7.99039079203056,182.88,104.32616,4.77
Kareem Hunt,2017,g3,15.3780098355197,177.8,97.975872,4.62
Chukky Okobi,2001,g1,-30.4804187988571,185.42,143.335072,5.27
Ufomba Kamalu,2016,g2,-23.6851125391517,195.58,133.80964,5.01
Logan Wilson,2020,g2,1.92341732078737,187.96,109.315672,4.63
Cody Brown,2009,g2,0.602771748541425,187.96,110.676448,4.76
Brandon Ghee,2010,g3,24.7185680404791,182.88,87.089664,4.37
David Bell,2022,g3,15.3019610390022,185.42,96.161504,4.65
Devaunte Sigler,2016,g1,-23.7811517383895,190.5,135.170416,5.15
Nick Becton,2013,g1,-36.0111378801138,195.58,146.510216,5.2
Jayden Peevy,2022,g1,-29.4079100188841,195.58,139.706336,5.3
Keyarris Garrett,2016,g3,10.5556331400049,190.5,99.79024,4.53
Anthony Henry,2001,g3,21.4649737094832,185.42,89.811216,4.6
Tim Brown,2005,g1,-33.1977587398665,193.04,144.242256,5.6
Brandon Aiyuk,2020,g3,18.9957705607467,182.88,92.98636,4.5
Brandon Moore,2002,g2,3.41615088878869,185.42,108.408488,4.61
Xavier Woods,2017,g3,23.1297952732399,180.34,89.357624,4.54
Devon Williams,2022,g3,13.7331786744833,195.58,95.25432,4.65
Ciron Black,2010,g1,-37.1596954566043,193.04,148.324584,5.53
Erik Lorig,2010,g2,-16.2974934956625,190.5,127.459352,4.86
Andrew Jackson,2011,g1,-25.4459733021463,195.58,135.624008,5.27
Donnell Washington,2004,g1,-39.9730745968516,195.58,150.592544,5
Kyle Murphy,2020,g1,-31.7050251718652,190.5,143.335072,5.3
Kenneth Grant,2001,g3,20.6605921245034,177.8,92.532768,4.53
Steve Justice,2008,g1,-21.5800757846463,190.5,132.902456,5.24
James Hall,2000,g2,-11.283038401672,187.96,122.923432,5.03
Taylor Lewan,2014,g1,-31.0727315826408,200.66,140.159928,4.87
Vincent Fuller,2005,g3,25.426910426221,185.42,85.728888,4.44
Kalon Barnes,2022,g3,28.680504757217,182.88,83.007336,4.23
Zach Hurd,2011,g1,-34.1542379178813,200.66,143.335072,5.28
Jay Richardson,2007,g2,-17.2539726736774,198.12,126.552168,5
Ahmad Carroll,2004,g3,24.6225288412413,177.8,88.45044,4.34
Trey Quinn,2018,g3,20.4885041287481,180.34,92.079176,4.55
Rashaad Reynolds,2014,g3,27.2638199857332,177.8,85.728888,4.51
Jalen Saunders,2014,g3,38.4412877502047,175.26,74.84268,4.44
Derrick Burgess,2001,g2,-8.20153206643152,187.96,119.748288,4.92
Markquese Bell,2022,g3,14.6896578524981,187.96,96.161504,4.41
Darrell Adams,2006,g2,-15.761239105676,195.58,125.644984,5
Lawrence Jackson,2008,g2,-12.5076447746801,193.04,122.923432,4.82
Reuben Houston,2006,g3,24.7185680404791,182.88,87.089664,4.62
Jonathan Clinkscale,2005,g1,-30.6525067946125,187.96,142.88148,5.51
Terry Beckner,2019,g2,-23.5130245433963,193.04,134.263232,5.19
Carlos Rogers,2005,g3,22.9577072774845,182.88,88.904032,4.44
James Carpenter,2011,g1,-34.5184043121124,193.04,145.603032,5.22
Joe Reed,2020,g3,10.6316819365224,182.88,101.604608,4.47
Erik Pears,2005,g1,-33.0056803413908,203.2,141.520704,5.12
Adrian Awasom,2005,g2,-16.0293663006693,193.04,126.552168,4.93
Michael Oher,2009,g1,-29.2358220231287,193.04,140.159928,5.16
Martin Bibla,2002,g1,-27.3028732643787,190.5,138.799152,5.08
Jeremy Thompson,2008,g2,-9.4261384394396,193.04,119.748288,4.75
Matt Judon,2016,g2,-13.6562023511707,190.5,124.7378,4.73
Jamari Staples,2017,g3,21.5610129087211,190.5,88.45044,4.51
Ryan Carrethers,2014,g1,-39.7249378045787,185.42,152.860504,5.47
Mike Bennett,2015,g1,-20.9677725981423,187.96,132.902456,5.04
Jerel Worthy,2012,g1,-27.571000459372,187.96,139.706336,5
Jeremy Zuttah,2008,g1,-25.9822276921328,190.5,137.438376,4.99
Courtney Anderson,2004,g2,-12.8518207661909,198.12,122.016248,4.89
Antonio Gibson,2020,g3,8.87082117352785,182.88,103.418976,4.39
Isaiah Lewis,2014,g3,17.5790857892629,177.8,95.707912,4.6
Cameron Clear,2015,g1,-15.761239105676,195.58,125.644984,4.98
Max Bullough,2014,g2,-2.21060739170585,190.5,112.944408,4.78
David Warren,2001,g2,-3.3591649681964,187.96,114.758776,4.73
Kamerion Wimbley,2006,g2,-2.38269538746124,193.04,112.490816,4.61
Darrion Scott,2004,g2,-19.8192150216517,190.5,131.088088,4.81
Carl Granderson,2019,g2,-5.63628971845717,195.58,115.212368,4.79
Austin Mack,2020,g3,17.0628218019967,185.42,94.347136,4.59
JuJu Smith-Schuster,2017,g3,13.9813154667562,185.42,97.52228,4.54
Jerry Johnson,2000,g1,-19.7431662251342,182.88,132.902456,5.03
Dustin Keller,2008,g2,1.48320213003872,187.96,109.769264,4.53
Dewayne Robertson,2003,g1,-30.9206339896058,185.42,143.788664,5.15
Tyson Jackson,2009,g2,-23.5130245433963,193.04,134.263232,4.94
Jason Pinkston,2011,g1,-32.1452403626138,190.5,143.788664,5.39
Jamarius Way,2019,g3,12.7567090937481,190.5,97.52228,4.63
Tharold Simon,2013,g3,19.0918097599846,187.96,91.625584,4.51
Isaiah McKenzie,2017,g3,36.1441725972236,170.18,78.471416,4.42
Julian Peterson,2000,g2,4.4886596687617,195.58,104.779752,4.68
Jason Doering,2001,g3,20.9287193194967,180.34,91.625584,4.73
Michael Roberts,2017,g2,-12.0674295839315,193.04,122.46984,4.86
Jake Grove,2004,g1,-25.9822276921328,190.5,137.438376,5.16
Dane Cruikshank,2018,g3,17.943252183494,185.42,93.439952,4.41
Gavin Escobar,2013,g2,-6.24859290496121,198.12,115.212368,4.84
Brandon Thomas,2014,g1,-32.1452403626138,190.5,143.788664,5.09
A.J. Jefferson,2010,g3,24.2783528497305,182.88,87.543256,4.42
Chad Ward,2001,g1,-34.5184043121124,193.04,145.603032,5.23
Jonathan Jones,2016,g3,29.1967687444831,175.26,84.368112,4.33
Breeland Speaks,2018,g1,-17.1779238771598,190.5,128.366536,4.87
Tytus Howard,2019,g1,-35.5709226893652,195.58,146.056624,5.05
Bennett Jackson,2014,g3,23.3979224682332,182.88,88.45044,4.51
Blake Martinez,2016,g2,3.68427808378194,187.96,107.501304,4.71
Hunter Renfrow,2019,g3,29.4648959394764,177.8,83.460928,4.59
Senquez Golson,2015,g3,33.5989206519696,175.26,79.832192,4.46
Martin Rucker,2008,g2,-4.31564414621123,195.58,113.851592,4.75
Kealoha Pilares,2011,g3,22.8616680782467,177.8,90.264808,4.42
Corey Levin,2017,g1,-28.3553916416314,193.04,139.252744,5.16
Chad Johnson,2001,g3,24.1062648539751,185.42,87.089664,4.57
Marcus Hardison,2015,g1,-27.7430884551274,190.5,139.252744,4.91
Ken Webster,2019,g3,20.4885041287481,180.34,92.079176,4.43
Phil Haynes,2019,g1,-34.9586195028611,193.04,146.056624,5.2
Arnold Parker,2004,g3,14.2494426617495,187.96,96.615096,4.54
Matt Reynolds,2012,g1,-26.1543156878882,193.04,136.984784,5.27
Cato June,2003,g3,13.2729730810143,182.88,98.883056,4.61
Dale Robinson,2006,g2,7.55017560128191,182.88,104.779752,4.76
Larry Foster,2000,g3,23.3018832689953,177.8,89.811216,4.55
Mason Cole,2018,g1,-28.3553916416314,193.04,139.252744,5.23
Shaquill Griffin,2017,g3,23.8381376589818,182.88,87.996848,4.38
Carlton Powell,2008,g1,-20.5275574073936,187.96,132.448864,5.1
Kevin Peterson,2016,g3,30.7855415117223,177.8,82.100152,4.58
Cameron Stephenson,2007,g1,-27.3028732643787,190.5,138.799152,5.4
Joshua Garnett,2016,g1,-30.5564675953746,193.04,141.520704,5.32
Malcolm Rodriguez,2022,g2,7.7222635970373,180.34,105.233344,4.52
Correll Buckhalter,2001,g3,9.75125155502514,182.88,102.511792,4.53
Tab Perry,2005,g3,7.20599960977112,187.96,103.872568,4.46
Dekoda Watson,2010,g2,2.97593569804005,185.42,108.86208,4.55
Kevin Smith,2008,g3,13.1008850852589,185.42,98.429464,4.53
Kalija Lipscomb,2020,g3,18.1153401792494,182.88,93.893544,4.57
Vaughn Meatoga,2012,g1,-20.7956846023869,185.42,133.356048,4.93
Jermaine Chatman,2002,g3,28.4123775622237,180.34,83.91452,4.55
Corey Liuget,2011,g1,-23.1688485518855,187.96,135.170416,4.97
Daryl Dixon,2004,g3,24.6225288412413,177.8,88.45044,4.77
Jake Bequette,2012,g2,-14.4405935334301,195.58,124.284208,4.75
Jerry Tillery,2019,g2,-24.2974157256557,198.12,133.80964,4.93
Chris Whaley,2014,g1,-11.0149112066788,190.5,122.016248,5.02
Dennis Norman,2001,g1,-27.4749612601341,193.04,138.34556,5.16
Jarrod Cooper,2001,g3,11.5121123180197,182.88,100.697424,4.45
Raphael Kirby,2016,g2,5.34909964753867,182.88,107.047712,4.72
Aaron Mellette,2013,g3,12.4885818987549,187.96,98.429464,4.54
Loni Fangupo,2012,g1,-33.5619251340976,185.42,146.510216,5.12
Jason Scukanec,2002,g1,-25.8101396963774,187.96,137.891968,5.33
Bobby Myers,2000,g3,28.0682015707129,185.42,83.007336,4.56
Cooper Carlisle,2000,g1,-24.565542920649,195.58,134.716824,5.16
Matthew Rice,2006,g2,-12.5076447746801,193.04,122.923432,4.89
Jamal Custis,2019,g3,12.5846210979928,193.04,97.068688,4.5
Minkah Fitzpatrick,2018,g3,20.1443281372373,185.42,91.171992,4.46
Derwin James,2018,g3,12.7567090937481,190.5,97.52228,4.47
Dan Stricker,2003,g3,18.6515945692359,187.96,92.079176,4.68
David Thornton,2002,g2,4.12449327453059,187.96,107.047712,4.62
Liam Ezekiel,2005,g2,-0.373697832193728,182.88,112.944408,4.81
J.J. Taylor,2020,g3,32.0861966812479,165.1,83.91452,4.61
Durell Mapp,2008,g2,8.69873317777245,185.42,102.965384,4.71
Luke Kuechly,2012,g2,0.870898943534681,190.5,109.769264,4.58
Eric Green,2005,g3,22.6895800824913,180.34,89.811216,4.52
Tyrone Moss,2007,g3,9.38708516079403,175.26,104.779752,4.75
James Starks,2010,g3,12.0483667080062,187.96,98.883056,4.5
Paul Thompson,2007,g3,11.7041907164955,193.04,97.975872,4.62
Erik Austell,2017,g1,-25.1017973106355,190.5,136.531192,5.23
Fabian Washington,2005,g3,27.7040351764818,177.8,85.275296,4.29
Kawann Short,2013,g1,-24.2213669291382,190.5,135.624008,5.08
Albert Huggins,2019,g2,-26.8626580736301,190.5,138.34556,5.12
Domonique Foxworth,2005,g3,28.8525927529724,180.34,83.460928,4.34
Deon Long,2015,g3,24.7185680404791,182.88,87.089664,4.51
Chad Jackson,2006,g3,14.8617458482535,185.42,96.615096,4.32
Eric Kendricks,2015,g2,7.10996041053326,182.88,105.233344,4.61
Max Jean-Gilles,2006,g1,-49.4857207975664,193.04,161.02516,5.48
Daimion Stafford,2013,g3,11.9523275087684,182.88,100.243832,4.69
Ben Miller,2002,g1,-7.76131687568287,187.96,119.294696,4.92
Rondell Mealey,2000,g3,15.9142642255062,182.88,96.161504,4.69
Jarrad Page,2006,g3,4.02845407529273,182.88,108.408488,4.63
Cody Spencer,2004,g2,1.48320213003872,187.96,109.769264,4.65
Josh Lay,2006,g3,22.5174920867359,182.88,89.357624,4.48
Ed Ingram,2022,g1,-27.7430884551274,190.5,139.252744,5.02
Jamie Winborn,2001,g2,9.04290916928324,180.34,103.872568,4.63
Dominique Rodgers-Cromartie,2008,g3,27.6279863799643,185.42,83.460928,4.29
Kevin Emanuel,2004,g2,-3.70334095970718,193.04,113.851592,4.84
Montee Ball,2013,g3,16.258440217017,177.8,97.068688,4.66
Cam Thomas,2010,g1,-38.4803410288503,193.04,149.68536,5.16
Anthony Adams,2003,g1,-22.3844573696261,182.88,135.624008,5.13
Ronnie Ghent,2004,g2,-1.15808901445316,187.96,112.490816,5.02
Manaia Brown,2006,g1,-25.1017973106355,190.5,136.531192,5.1
Lamarr Houston,2010,g1,-26.8626580736301,190.5,138.34556,4.84
DeAndre Jackson,2007,g3,24.8906560362345,180.34,87.543256,4.48
Slade Bolden,2022,g3,24.8906560362345,180.34,87.543256,4.66
Stuart Schweigert,2004,g3,12.0483667080062,187.96,98.883056,4.47
Aaron Schobel,2001,g2,-8.98592324869095,193.04,119.294696,4.75
Mark Wilson,2004,g1,-33.2738075363841,200.66,142.427888,5.36
Kory Lichtensteiger,2008,g1,-23.1688485518855,187.96,135.170416,5.25
Edwin Williams,2009,g1,-27.571000459372,187.96,139.706336,5.4
Nathan Vasher,2004,g3,32.5464022747169,177.8,80.285784,4.49
Isaac Nauta,2019,g2,-0.00953143796261358,190.5,110.676448,4.91
Coye Francies,2009,g3,27.8000743757197,182.88,83.91452,4.63
Bruce Campbell,2010,g1,-32.66150434988,198.12,142.427888,4.75
Lardarius Webb,2009,g3,31.6659718932196,177.8,81.192968,4.35
Zeke Moreno,2001,g2,-1.15808901445316,187.96,112.490816,4.76
Earnest Graham,2003,g3,12.0283763052859,175.26,102.0582,4.5
Derrick Hamilton,2004,g3,21.1207977179724,190.5,88.904032,4.54
Dominique Barber,2008,g3,16.7946946070035,182.88,95.25432,4.68
Karl Klug,2011,g2,-13.6562023511707,190.5,124.7378,4.85
Derrick Chambers,2001,g1,-24.8336701156422,193.04,135.624008,4.98
Jamal Davis,2019,g2,0.430683752786034,190.5,110.222856,4.6
Ryan Baker,2012,g2,7.7222635970373,180.34,105.233344,4.8
