Player,ano,GPosBench,cp1,altura,peso,Bench
Shaquem Griffin,2018,g5,8.69873317777245,185.42,102.965384,20
Danny Trevathan,2012,g5,4.90888445679002,182.88,107.501304,18
Zac Stacy,2013,g6,16.6026162085278,172.72,97.975872,27
Stacy Coley,2017,g6,22.7856192817292,185.42,88.45044,10
Micah McFadden,2022,g5,2.97593569804005,185.42,108.86208,21
Donnie Nickey,2003,g6,11.1679363265089,187.96,99.79024,17
Malik McDowell,2017,g4,-24.2974157256557,198.12,133.80964,23
Elijah Shumate,2016,g6,14.1534034625116,182.88,97.975872,18
Darnell Dockett,2004,g4,-23.3409365476409,190.5,134.716824,26
Nelson Spruce,2016,g6,17.943252183494,185.42,93.439952,12
Al-Quadin Muhammad,2017,g5,-3.97146815470044,190.5,114.758776,22
Alohi Gilman,2020,g6,21.9812376967494,177.8,91.171992,17
Vinston Painter,2013,g4,-27.9151764508828,193.04,138.799152,32
LaVon Brazill,2012,g6,25.3308712269832,180.34,87.089664,11
Chuck Clark,2017,g6,17.6751249885008,182.88,94.347136,16
BenJarvus Green-Ellis,2008,g6,13.4450610767697,180.34,99.336648,24
Elliot Silvers,2001,g4,-48.2411240218381,200.66,157.850016,19
Jeremy Leman,2008,g5,0.162556557792777,187.96,111.13004,26
Jeb Terry,2004,g4,-31.6089859726273,195.58,141.974296,27
Zach Kerr,2014,g4,-34.8825707063436,185.42,147.870992,28
McKinley Boykin,2006,g4,-18.5946086486436,185.42,131.088088,30
Ken Shackleford,2007,g4,-35.5709226893652,195.58,146.056624,28
Elijah Holyfield,2019,g6,14.937794644771,177.8,98.429464,26
Boomer Grigsby,2005,g5,-0.373697832193728,182.88,112.944408,32
Terrence Magee,2015,g6,17.9232617807737,172.72,96.615096,22
Vaughn Meatoga,2012,g4,-20.7956846023869,185.42,133.356048,27
Elijah Hood,2017,g6,7.10996041053326,182.88,105.233344,18
Marcell Dareus,2011,g4,-33.0256707441111,190.5,144.695848,24
Isaiah Weston,2022,g6,12.5846210979928,193.04,97.068688,20
Jake Murphy,2014,g5,-2.82291057820989,193.04,112.944408,24
Matt Feiler,2014,g4,-39.7049474018584,198.12,149.68536,36
Dezmon Patmon,2020,g6,7.74225399975763,193.04,102.0582,15
Alex Magee,2009,g4,-23.7811517383895,190.5,135.170416,30
Dion Lewis,2011,g6,27.3398687822507,170.18,87.543256,17
Tyrell Crosby,2018,g4,-29.8481252096328,195.58,140.159928,17
Terreal Bierria,2002,g6,12.3164939029995,190.5,97.975872,18
Beau Benzschawel,2019,g4,-30.4604283961368,198.12,140.159928,20
Martellus Bennett,2008,g5,-8.44966885870444,198.12,117.480328,18
Quenton Nelson,2018,g4,-36.8915682616111,195.58,147.4174,35
Mike Pollak,2008,g4,-25.1017973106355,190.5,136.531192,29
Chilo Rachal,2008,g4,-32.4894163541246,195.58,142.88148,28
Charles Sims,2014,g6,15.0338338440089,182.88,97.068688,17
Blessuan Austin,2019,g6,21.4649737094832,185.42,89.811216,15
Beau Bell,2008,g5,1.21507493504546,185.42,110.676448,25
Tarik Cohen,2017,g6,34.1151846392358,167.64,81.192968,11
Everette Brown,2009,g5,-4.0675073539383,185.42,116.119552,26
Nate Triplett,2010,g5,-2.6508225824545,190.5,113.398,20
Marlon Humphrey,2017,g6,22.5174920867359,182.88,89.357624,10
Maurice Clarett,2005,g6,6.22953002903597,182.88,106.140528,22
Sean Ryan,2004,g5,-11.1869992024342,193.04,121.562656,22
Isaac Yiadom,2018,g6,24.9866952354724,185.42,86.18248,8
Stephen Tulloch,2006,g5,3.76032688029949,180.34,109.315672,27
Damien Harris,2019,g6,15.3780098355197,177.8,97.975872,16
Michael Bennett,2001,g6,19.9522497387616,175.26,93.893544,13
Tim Crowder,2007,g5,-12.9478599654288,193.04,123.377024,32
Charles Gordon,2006,g6,29.905111130225,177.8,83.007336,12
Josh Sewell,2004,g4,-24.4894941241315,187.96,136.531192,30
Ed Oliver,2019,g4,-18.3264814536504,187.96,130.180904,32
Matt Ioannidis,2016,g4,-24.2213669291382,190.5,135.624008,32
Alex Okafor,2013,g5,-9.4261384394396,193.04,119.748288,21
Edmond Robinson,2015,g5,-0.449746628711261,190.5,111.13004,20
Cedric Reed,2015,g5,-12.2395175796869,195.58,122.016248,22
Jordan Thomas,2018,g6,27.359859184971,182.88,84.368112,4
Blidi Wreh-Wilson,2013,g6,22.7856192817292,185.42,88.45044,14
Sheldon Rankins,2016,g4,-22.9967605561301,185.42,135.624008,28
Kroy Biermann,2008,g5,-0.889961819459908,190.5,111.583632,29
Garrett Reynolds,2009,g4,-31.6850347691449,203.2,140.159928,19
Byron Cowart,2019,g4,-23.7811517383895,190.5,135.170416,26
Casey Hampton,2001,g4,-29.5999884173598,185.42,142.427888,34
Jerome Harrison,2006,g6,22.5935408832534,175.26,91.171992,19
Taven Bryan,2018,g4,-21.3119485896531,193.04,131.995272,30
Marcus Allen,2018,g6,19.0918097599846,187.96,91.625584,15
Jason Beauchamp,2010,g5,-0.00953143796261358,190.5,110.676448,21
Orlando Brown,2018,g4,-47.5327816360961,203.2,156.48924,14
Josh Robinson,2012,g6,22.8616680782467,177.8,90.264808,17
Eric Henderson,2006,g5,-10.8428232109234,187.96,122.46984,30
Raekwon Davis,2020,g4,-31.3408587776341,198.12,141.067112,24
Nick Hayden,2008,g4,-21.3119485896531,193.04,131.995272,34
Stephone Anthony,2015,g5,0.430683752786034,190.5,110.222856,23
Cyrus Kouandjio,2014,g4,-36.7955290623732,200.66,146.056624,21
Javon Hargrave,2016,g4,-27.3989124636166,185.42,140.159928,29
Eben Britton,2009,g4,-30.4604283961368,198.12,140.159928,24
Larry Burt,2005,g4,-25.8101396963774,187.96,137.891968,22
Jonathon Amaya,2010,g6,19.26389775574,185.42,92.079176,8
