Player,Pos,School,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,ano,altura,peso,GPos40,GPosBench,GPosBJ,GPos3CONE,cp1
Jordan Cameron,TE,USC,4.53,95.25,23,302.26,6.82,4.03,2011,195.58,115.212368,g2,g5,g8,g11,-5.63628971845717
Marcus Cannon,OT,TCU,5.26,77.47,33,266.7,8.07,4.97,2011,195.58,162.385936,g1,g4,g9,g10,-51.4186695563164
Gabe Carimi,OT,Wisconsin,5.18,80.01,29,276.86,,,2011,200.66,142.427888,g1,g4,g9,g10,-33.2738075363841
Roc Carmichael,CB,Virginia Tech,4.41,78.74,13,294.64,6.69,4.06,2011,177.8,87.089664,g3,g6,g7,g12,25.9431744134872
James Carpenter,OT,Alabama,5.22,,23,,,,2011,193.04,145.603032,g1,g4,g9,g10,-34.5184043121124
Bruce Carter,OLB,North Carolina,4.57,,25,,,,2011,185.42,109.315672,g2,g5,g8,g11,2.5357205072914
Chris Carter,OLB,Fresno State,4.58,91.44,27,289.56,6.88,4.34,2011,185.42,112.490816,g2,g5,g8,g11,-0.545785827949126
Delone Carter,RB,Syracuse,4.54,93.98,27,304.8,6.92,4.07,2011,175.26,100.697424,g3,g6,g8,g11,13.3490218775319
Quinton Carter,S,Oklahoma,4.57,87.63,23,307.34,7.05,4.06,2011,185.42,94.347136,g3,g6,g7,g12,17.0628218019967
Jurrell Casey,DT,USC,5.04,69.85,26,256.54,7.51,4.78,2011,185.42,136.0776,g1,g4,g9,g10,-23.4369757468788
Anthony Castonzo,OT,Boston Col.,5.21,74.93,28,266.7,7.25,4.4,2011,200.66,141.067112,g1,g4,g9,g10,-31.9531619641381
Chimdi Chekwa,CB,Ohio State,4.38,87.63,,320.04,,,2011,182.88,86.636072,g3,g6,g7,g12,25.1587832312278
Ugo Chinasa,DE,Oklahoma State,4.63,71.12,22,297.18,7.07,4.39,2011,195.58,119.748288,g2,g5,g8,g11,-10.0384416259436
Garrett Chisolm,OG,South Carolina,5.36,,,,,,2011,195.58,141.520704,g1,g4,g9,g10,-31.1687707818787
John Clay,RB,Wisconsin,4.83,73.66,,281.94,,,2011,182.88,104.32616,g3,g6,g8,g11,7.99039079203056
Adrian Clayborn,DE,Iowa,4.78,83.82,,287.02,7.3,4.13,2011,190.5,127.459352,g2,g5,g8,g11,-16.2974934956625
Randall Cobb,WR,Kentucky,4.46,85.09,16,292.1,7.08,4.34,2011,177.8,86.636072,g3,g6,g7,g12,26.3833896042359
Chris Conte,S,California,4.52,90.17,18,322.58,7.01,4.19,2011,187.96,89.357624,g3,g6,g7,g12,21.2928857137278
Graig Cooper,RB,Miami (FL),4.6,,18,289.56,6.66,4.03,2011,177.8,92.98636,g3,g6,g8,g11,20.2203769337548
Vance Cuff,CB,Georgia,4.53,91.44,,304.8,6.91,4.09,2011,177.8,80.739376,g3,g6,g7,g12,32.1061870839683
Chris Culliver,CB,South Carolina,4.36,97.79,,312.42,6.88,4.08,2011,182.88,90.264808,g3,g6,g7,g12,21.6370617052386
Wayne Daniels,OLB,TCU,5.03,63.5,,269.24,7.81,4.68,2011,182.88,117.93392,g2,g5,g8,g11,-5.21606493042885
Marcell Dareus,DT,Alabama,4.93,68.58,24,,7.83,4.62,2011,190.5,144.695848,g1,g4,g9,g10,-33.0256707441111
Josh Davis,OT,Georgia,5.5,60.96,,231.14,7.98,5.07,2011,200.66,141.974296,g1,g4,g9,g10,-32.8335923456354
Mark Dell,WR,Michigan State,4.54,,14,,,,2011,182.88,87.543256,g3,g6,g7,g12,24.2783528497305
Akeem Dent,ILB,Georgia,4.73,95.25,24,312.42,,,2011,185.42,109.769264,g2,g5,g8,g11,2.09550531654276
Noel Devine,RB,West Virginia,4.43,,24,,,,2011,170.18,81.192968,g3,g6,g8,g11,33.5028814527317
Demarcus Dobbs,DE,Georgia,4.87,78.74,,271.78,7.22,4.37,2011,187.96,127.459352,g2,g5,g8,g11,-15.6851903091585
Ray Dominguez,OG,Arkansas,5.45,69.85,21,228.6,7.74,4.9,2011,193.04,151.499728,g1,g4,g9,g10,-40.2412017918449
Tandon Doss,WR,Indiana,4.62,,14,,,,2011,187.96,91.171992,g3,g6,g7,g12,19.5320249507332
Ras-I Dowling,CB,Virginia,4.4,,19,,,,2011,185.42,89.811216,g3,g6,g7,g12,21.4649737094832
Shaun Draughn,RB,North Carolina,4.73,86.36,21,299.72,7.15,4.2,2011,180.34,96.615096,g3,g6,g8,g11,16.0863522212616
Demarcus Van Dyke,CB,Miami (FL),4.28,85.09,5,307.34,6.97,4.09,2011,185.42,79.832192,g3,g6,g7,g12,31.1497079059534
Kenrick Ellis,DT,Kansas State,5.19,,26,,,,2011,195.58,156.942832,g1,g4,g9,g10,-46.1360872673327
Ricky Elmore,DE,Arizona,4.88,80.01,26,269.24,7.25,4.32,2011,193.04,115.66596,g2,g5,g8,g11,-5.46420172270177
Darren Evans,RB,Virginia Tech,4.56,88.9,26,281.94,6.96,4.46,2011,182.88,102.965384,g3,g6,g8,g11,9.3110363642765
Nick Fairley,DT,Auburn,4.84,78.74,,287.02,7.14,4.56,2011,193.04,131.995272,g1,g4,g9,g10,-21.3119485896531
Mario Fannin,RB,Auburn,4.37,95.25,21,292.1,6.99,4.21,2011,177.8,104.779752,g3,g6,g8,g11,8.77478197428998
Mason Foster,OLB,Washington,4.75,78.74,22,279.4,7.14,4.45,2011,185.42,111.13004,g2,g5,g8,g11,0.774859744296816
Orlando Franklin,OT,Miami (FL),5.11,72.39,26,,,,2011,195.58,143.335072,g1,g4,g9,g10,-32.9296315448733
Sione Fua,DT,Stanford,5.28,60.96,30,256.54,7.54,4.54,2011,185.42,139.706336,g1,g4,g9,g10,-26.9586972728679
Brandon Fusco,C,Slippery Rock,5.18,72.39,26,274.32,7.29,4.43,2011,193.04,138.799152,g1,g4,g9,g10,-27.9151764508828
Charlie Gantt,TE,Michigan State,4.85,77.47,27,284.48,7.15,4.4,2011,193.04,114.305184,g2,g5,g8,g11,-4.14355615045583
Clyde Gates,WR,Abilene Christian,4.31,101.6,16,332.74,,,2011,182.88,87.089664,g3,g6,g7,g12,24.7185680404791
Marcus Gilbert,OT,Florida,5.41,,30,,,,2011,198.12,149.68536,g1,g4,g9,g10,-39.7049474018584
Marcus Gilchrist,CB,Clemson,4.45,97.79,26,302.26,6.81,4.12,2011,177.8,88.45044,g3,g6,g7,g12,24.6225288412413
DeJon Gomes,S,Nebraska,4.5,78.74,13,279.4,,,2011,180.34,94.347136,g3,g6,g7,g12,18.2874281750048
Cameron Graham,TE,Louisville,5,78.74,18,266.7,7.19,4.51,2011,190.5,110.676448,g2,g5,g8,g11,-0.00953143796261358
Adam Grant,OT,Arizona,5.54,67.31,25,251.46,8.25,5,2011,198.12,147.4174,g1,g4,g9,g10,-37.5038714481151
John Graves,DT,Virginia Tech,5.09,72.39,29,289.56,7.49,4.49,2011,190.5,129.727312,g1,g4,g9,g10,-18.4985694494058
A.J. Green,WR,Georgia,4.48,87.63,18,320.04,6.91,4.21,2011,193.04,95.707912,g3,g6,g7,g12,13.9052666702387
Alex Green,RB,Hawaii,4.45,86.36,20,289.56,6.91,4.15,2011,182.88,102.0582,g3,g6,g8,g11,10.1914667457738
Virgil Green,TE,Nevada,4.54,107.95,23,330.2,6.9,4.4,2011,190.5,112.944408,g2,g5,g8,g11,-2.21060739170585
Tori Gurley,WR,South Carolina,4.53,85.09,15,299.72,7.05,4.25,2011,193.04,97.975872,g3,g6,g7,g12,11.7041907164955
Lawrence Guy,DT,Arizona State,4.96,73.66,28,,7.6,4.43,2011,193.04,138.34556,g1,g4,g9,g10,-27.4749612601341
Eric Hagg,S,Nebraska,4.62,87.63,18,307.34,6.73,4.19,2011,185.42,94.800728,g3,g6,g7,g12,16.6226066112481
Chris Hairston,OT,Clemson,5.38,73.66,33,243.84,7.9,4.7,2011,198.12,147.870992,g1,g4,g9,g10,-37.9440866388638
Jamel Hamler,WR,Fresno State,4.59,81.28,4,284.48,7.16,4.18,2011,185.42,87.543256,g3,g6,g7,g12,23.6660496632264
Leonard Hankerson,WR,Miami (FL),4.4,91.44,14,297.18,6.94,4.21,2011,185.42,94.800728,g3,g6,g7,g12,16.6226066112481
Daniel Hardy,TE,Idaho,4.78,,18,,,,2011,193.04,112.944408,g2,g5,g8,g11,-2.82291057820989
Jamie Harper,RB,Clemson,4.53,92.71,24,304.8,7.16,4.39,2011,180.34,105.686936,g3,g6,g8,g11,7.28204840628865
Brandon Harris,CB,Miami (FL),4.46,90.17,13,287.02,6.77,4.12,2011,175.26,86.636072,g3,g6,g7,g12,26.9956927907399
Dwayne Harris,WR,East Carolina,4.53,86.36,10,281.94,6.77,4.21,2011,177.8,92.079176,g3,g6,g7,g12,21.1008073152521
Roy Helu,RB,Nebraska,4.4,92.71,11,302.26,6.67,4.01,2011,180.34,99.336648,g3,g6,g8,g11,13.4450610767697
Ricky Henry,OG,Nebraska,5.68,60.96,20,228.6,7.98,4.68,2011,190.5,139.706336,g1,g4,g9,g10,-28.183303645876
Mark Herzlich,OLB,Boston Col.,4.91,82.55,29,284.48,7.32,4.46,2011,193.04,110.676448,g2,g5,g8,g11,-0.621834624466652
Cameron Heyward,DE,Ohio State,4.95,76.2,,,,,2011,195.58,133.356048,g2,g5,g8,g11,-23.244897348403
Will Hill,S,Florida,4.64,78.74,,312.42,,4.19,2011,185.42,91.625584,g3,g6,g7,g12,19.7041129464886
Jermale Hines,S,Ohio State,4.59,78.74,19,,6.9,4.21,2011,185.42,99.336648,g3,g6,g7,g12,12.2204547037616
Kyle Hix,OT,Texas,5.44,81.28,24,264.16,7.77,4.78,2011,200.66,144.695848,g1,g4,g9,g10,-35.4748834901273
Brandon Hogan,CB,West Virginia,4.43,,19,,,,2011,177.8,87.089664,g3,g6,g7,g12,25.9431744134872
Doug Hogue,OLB,Syracuse,4.62,91.44,18,307.34,7.09,4.57,2011,187.96,106.59412,g2,g5,g8,g11,4.56470846527924
Andre Holmes,WR,Hillsdale,4.51,88.9,11,330.2,6.69,4.31,2011,193.04,95.25432,g3,g6,g7,g12,14.3454818609873
Ross Homan,OLB,Ohio State,4.66,90.17,32,281.94,7.21,4.34,2011,185.42,108.86208,g2,g5,g8,g11,2.97593569804005
Davon House,CB,New Mexico State,4.44,85.09,14,276.86,6.65,4.12,2011,182.88,90.7184,g3,g6,g7,g12,21.19684651449
Rob Housler,TE,Florida Atlantic,4.46,93.98,22,297.18,6.9,4.21,2011,195.58,112.490816,g2,g5,g8,g11,-2.99499857396529
Justin Houston,OLB,Georgia,4.62,92.71,30,317.5,6.95,4.37,2011,190.5,122.46984,g2,g5,g8,g11,-11.4551263974274
Rodney Hudson,C,Florida State,5.27,64.77,27,241.3,8.03,4.96,2011,187.96,135.624008,g1,g4,g9,g10,-23.6090637426342
Kevin Hughes,OT,SE Louisiana,5.31,74.93,22,241.3,8.29,4.97,2011,193.04,136.984784,g1,g4,g9,g10,-26.1543156878882
Jeremiha Hunter,OLB,Iowa,4.77,80.01,20,294.64,,,2011,182.88,108.408488,g2,g5,g8,g11,4.02845407529273
Kendall Hunter,RB,Oklahoma State,4.46,88.9,24,309.88,6.74,4.21,2011,170.18,90.264808,g3,g6,g8,g11,24.6985776377588
Zach Hurd,OG,Connecticut,5.28,71.12,,256.54,7.73,4.77,2011,200.66,143.335072,g1,g4,g9,g10,-34.1542379178813
Maurice Hurt,OG,Florida,5.39,,18,,,,2011,190.5,144.242256,g1,g4,g9,g10,-32.5854555533625
Ben Ijalana,OG,Villanova,5.2,,,,,,2011,193.04,143.788664,g1,g4,g9,g10,-32.7575435491179
Mark Ingram,RB,Alabama,4.62,80.01,21,299.72,7.13,4.62,2011,175.26,97.52228,g3,g6,g8,g11,16.4305282127724
Nate Irving,ILB,North Carolina State,4.74,,,,,,2011,185.42,108.86208,g2,g5,g8,g11,2.97593569804005
Andrew Jackson,OG,Fresno State,5.27,71.12,25,248.92,7.55,4.65,2011,195.58,135.624008,g1,g4,g9,g10,-25.4459733021463
Jaiquawn Jarrett,S,Temple,4.62,76.2,14,287.02,6.95,4.14,2011,182.88,89.811216,g3,g6,g7,g12,22.0772768959873
Lestar Jean,WR,Florida Atlantic,4.61,95.25,14,287.02,7.45,4.43,2011,190.5,97.52228,g3,g6,g7,g12,12.7567090937481
Jarvis Jenkins,DT,Clemson,5.03,67.31,17,248.92,7.42,4.83,2011,193.04,140.61352,g1,g4,g9,g10,-29.6760372138773
Jerrel Jernigan,WR,Troy,4.46,95.25,11,314.96,7.07,4.25,2011,175.26,83.91452,g3,g6,g7,g12,29.6369839352318
Carl Johnson,OG,Florida,5.4,64.77,25,243.84,,5.03,2011,195.58,163.746712,g1,g4,g9,g10,-52.7393151285624
Jeron Johnson,S,Boise State,4.51,,23,,,,2011,177.8,96.161504,g3,g6,g7,g12,17.1388705985143
Ronald Johnson,WR,USC,4.46,,16,,,,2011,180.34,90.264808,g3,g6,g7,g12,22.2493648917426
Greg Jones,ILB,Michigan State,4.75,80.01,21,297.18,7.27,4.27,2011,182.88,109.769264,g2,g5,g8,g11,2.7078085030468
Julio Jones,WR,Alabama,4.34,97.79,17,342.9,6.66,4.25,2011,190.5,99.79024,g3,g6,g7,g12,10.5556331400049
Taiwan Jones,RB,East. Washington,4.33,,13,,,,2011,182.88,87.996848,g3,g6,g8,g11,23.8381376589818
Cameron Jordan,DE,California,4.74,78.74,25,297.18,7.07,4.37,2011,193.04,130.180904,g2,g5,g8,g11,-19.5510878266585
Elijah Joseph,ILB,Temple,4.8,,,,,,2011,185.42,110.222856,g2,g5,g8,g11,1.65529012579411
Jason Kelce,C,Cincinnati,4.89,77.47,,279.4,7.22,4.14,2011,190.5,127.00576,g1,g4,g9,g10,-15.8572783049139
Lance Kendricks,TE,Wisconsin,4.65,87.63,25,309.88,6.94,4.15,2011,190.5,110.222856,g2,g5,g8,g11,0.430683752786034
Shiloh Keo,S,Idaho,4.74,82.55,24,279.4,6.55,3.9,2011,180.34,99.336648,g3,g6,g7,g12,13.4450610767697
Jeremy Kerley,WR,TCU,4.56,87.63,16,304.8,,,2011,175.26,85.728888,g3,g6,g7,g12,27.8761231722372
Ryan Kerrigan,DE,Purdue,4.67,85.09,31,309.88,7.18,4.39,2011,193.04,121.109064,g2,g5,g8,g11,-10.7467840116855
Daniel Kilgore,OG,Appalachian State,5.28,82.55,23,266.7,7.59,4.68,2011,190.5,139.706336,g1,g4,g9,g10,-28.183303645876
Jarriel King,OT,South Carolina,5.03,76.2,23,289.56,7.6,4.77,2011,195.58,143.788664,g1,g4,g9,g10,-33.3698467356219
Karl Klug,DE,Iowa,4.85,,22,,,,2011,190.5,124.7378,g2,g5,g8,g11,-13.6562023511707
Rich Lapham,OT,Boston Col.,5.34,,,,,,2011,203.2,142.88148,g1,g4,g9,g10,-34.3263259136367
Joe Lefeged,S,Rutgers,4.42,92.71,18,309.88,6.82,4.13,2011,182.88,95.25432,g3,g6,g7,g12,16.7946946070035
Mark LeGree,S,Appalachian State,4.49,78.74,21,294.64,6.9,4.09,2011,180.34,95.25432,g3,g6,g7,g12,17.4069977935075
Orie Lemon,ILB,Oklahoma State,4.87,76.2,27,287.02,7.45,4.4,2011,185.42,109.769264,g2,g5,g8,g11,2.09550531654276
Mikel Leshoure,RB,Illinois,4.56,96.52,21,309.88,6.82,4.4,2011,182.88,102.965384,g3,g6,g8,g11,9.3110363642765
Pep Levingston,DE,LSU,4.86,74.93,,264.16,7.29,4.62,2011,190.5,132.448864,g2,g5,g8,g11,-21.1398605938977
Dion Lewis,RB,Pittsburgh,4.56,87.63,17,284.48,6.9,4.18,2011,170.18,87.543256,g3,g6,g8,g11,27.3398687822507
Alex Linnenkohl,C,Oregon State,5.36,67.31,24,226.06,7.67,4.62,2011,187.96,137.891968,g1,g4,g9,g10,-25.8101396963774
Greg Little,WR,North Carolina,4.51,102.87,27,327.66,6.8,4.21,2011,187.96,104.779752,g3,g6,g7,g12,6.32556922827382
Corey Liuget,DT,Illinois,4.97,69.85,27,259.08,7.48,4.68,2011,187.96,135.170416,g1,g4,g9,g10,-23.1688485518855
Greg Lloyd,ILB,Connecticut,4.8,81.28,22,276.86,7.17,4.46,2011,185.42,111.583632,g2,g5,g8,g11,0.334644553548169
Derrick Locke,RB,Kentucky,4.37,95.25,16,299.72,6.98,4.15,2011,172.72,85.275296,g3,g6,g8,g11,28.9286415494899
Ricardo Lockette,WR,Fort Valley State,4.34,90.17,,322.58,7.15,4.19,2011,187.96,95.707912,g3,g6,g7,g12,15.1298730432468
DeMarcus Love,OT,Arkansas,5.18,67.31,27,246.38,7.84,4.84,2011,193.04,142.88148,g1,g4,g9,g10,-31.8771131676206
Scott Lutrus,OLB,Connecticut,4.68,96.52,,307.34,6.89,4.09,2011,187.96,109.315672,g2,g5,g8,g11,1.92341732078737
Jeff Maehl,WR,Oregon,4.56,85.09,,292.1,6.42,3.94,2011,185.42,86.18248,g3,g6,g7,g12,24.9866952354724
Curtis Marsh,CB,Utah State,4.42,95.25,12,312.42,6.87,4.07,2011,182.88,89.357624,g3,g6,g7,g12,22.5174920867359
Casey Matthews,ILB,Oregon,4.78,,13,,,,2011,185.42,104.779752,g2,g5,g8,g11,6.93787241477786
Cliff Matthews,DE,South Carolina,4.81,81.28,17,284.48,7.21,4.37,2011,190.5,116.573144,g2,g5,g8,g11,-5.73232891769503
Byron Maxwell,CB,Clemson,4.43,83.82,24,314.96,,,2011,182.88,91.625584,g3,g6,g7,g12,20.3164161329927
Colin McCarthy,ILB,Miami (FL),4.59,92.71,23,302.26,6.93,4.2,2011,185.42,107.954896,g2,g5,g8,g11,3.85636607953733
Terrell McClain,DT,South Florida,4.98,71.12,29,264.16,7.48,4.56,2011,187.96,134.716824,g1,g4,g9,g10,-22.7286333611369
DeAndre McDaniel,S,Clemson,4.63,88.9,,294.64,,,2011,182.88,98.429464,g3,g6,g7,g12,13.713188271763
Andrew McGee,CB,Oklahoma State,4.71,86.36,,297.18,,,2011,180.34,88.45044,g3,g6,g7,g12,24.0102256547372
Pernell McPhee,DE,Mississippi State,4.91,72.39,20,271.78,7.13,4.59,2011,190.5,126.098576,g2,g5,g8,g11,-14.9768479234166
Bruce Miller,OLB,Central Florida,4.81,78.74,35,287.02,7.05,4.34,2011,185.42,115.212368,g2,g5,g8,g11,-3.18707697244101
Von Miller,OLB,Texas A&M,4.42,93.98,21,320.04,6.7,4.06,2011,190.5,111.583632,g2,g5,g8,g11,-0.889961819459908
Dontay Moch,OLB,Nevada,4.4,106.68,21,325.12,7.09,4.38,2011,185.42,112.490816,g2,g5,g8,g11,-0.545785827949126
John Moffitt,OG,Wisconsin,5.51,77.47,23,259.08,7.79,4.53,2011,193.04,144.695848,g1,g4,g9,g10,-33.6379739306152
Mike Mohamed,ILB,California,4.65,81.28,21,292.1,6.7,4,2011,190.5,108.408488,g2,g5,g8,g11,2.19154451578061
Denarius Moore,WR,Tennessee,4.43,91.44,13,299.72,6.78,4.15,2011,182.88,87.996848,g3,g6,g7,g12,23.8381376589818
Rahim Moore,S,UCLA,4.58,88.9,11,292.1,6.98,3.96,2011,182.88,91.625584,g3,g6,g7,g12,20.3164161329927
Joseph Morgan,WR,Michigan State,4.38,90.17,10,312.42,6.91,4.25,2011,182.88,85.728888,g3,g6,g7,g12,26.0392136127251
Adrian Moten,OLB,Maryland,4.53,78.74,18,289.56,7.05,4.21,2011,187.96,103.418976,g2,g5,g8,g11,7.64621480051977
Jonas Mouton,OLB,Michigan,4.84,80.01,,292.1,7.08,4.34,2011,185.42,108.408488,g2,g5,g8,g11,3.41615088878869
O.J. Murdock,WR,Fort Hays State,4.5,87.63,15,294.64,,4.37,2011,177.8,89.357624,g3,g6,g7,g12,23.742098459744
DeMarco Murray,RB,Oklahoma,4.37,87.63,21,314.96,7.28,4.18,2011,182.88,96.615096,g3,g6,g8,g11,15.4740490347576
Chris Neild,DT,West Virginia,5.06,73.66,30,269.24,7.56,4.46,2011,187.96,144.695848,g1,g4,g9,g10,-32.4133675576071
Drake Nevis,DT,LSU,5.06,77.47,31,284.48,7.71,4.65,2011,185.42,133.356048,g1,g4,g9,g10,-20.7956846023869
Jamar Newsome,WR,Central Florida,4.46,97.79,13,327.66,6.83,4.22,2011,182.88,90.7184,g3,g6,g7,g12,21.19684651449
Derek Newton,OT,Arkansas State,5,64.77,24,254,7.76,5,2011,195.58,141.067112,g1,g4,g9,g10,-30.72855559113
Kris O'Dowd,C,USC,5.12,82.55,31,266.7,7.67,4.59,2011,193.04,137.891968,g1,g4,g9,g10,-27.0347460693855
Schuylar Oordt,TE,New Mexico,4.63,91.44,18,302.26,6.83,4.25,2011,198.12,118.387512,g2,g5,g8,g11,-9.33009924020174
Cheta Ozougwu,DE,Rice,4.84,87.63,26,302.26,7.06,4.31,2011,187.96,112.037224,g2,g5,g8,g11,-0.717873823704517
Stephen Paea,DT,Oregon State,4.98,,49,,,,2011,185.42,137.438376,g1,g4,g9,g10,-24.7576213191247
Martin Parker,DT,Richmond,4.95,73.66,22,264.16,7.56,4.57,2011,187.96,137.438376,g1,g4,g9,g10,-25.3699245056287
Johnny Patrick,CB,Louisville,4.59,81.28,13,279.4,,4.16,2011,180.34,86.636072,g3,g6,g7,g12,25.7710864177318
Niles Paul,WR,Nebraska,4.45,87.63,24,297.18,6.9,4.14,2011,185.42,101.604608,g3,g6,g7,g12,10.0193787500184
Mike Person,OG,Montana State,5.07,71.12,21,274.32,7.44,4.5,2011,193.04,135.624008,g1,g4,g9,g10,-24.8336701156422
Patrick Peterson,CB,LSU,4.31,96.52,15,320.04,6.58,4.07,2011,182.88,99.336648,g3,g6,g7,g12,12.8327578902657
Austin Pettis,WR,Boise State,4.56,85.09,14,304.8,6.68,3.88,2011,190.5,94.800728,g3,g6,g7,g12,15.39800023824
Zack Pianalto,TE,North Carolina,4.78,81.28,22,274.32,6.85,4.41,2011,190.5,116.119552,g2,g5,g8,g11,-5.29211372694638
Kealoha Pilares,WR,Hawaii,4.42,,19,,,,2011,177.8,90.264808,g3,g6,g7,g12,22.8616680782467
Jason Pinkston,OT,Pittsburgh,5.39,67.31,,248.92,7.88,4.91,2011,190.5,143.788664,g1,g4,g9,g10,-32.1452403626138
Mike Pouncey,OG,Florida,5.12,63.5,,243.84,7.66,4.64,2011,195.58,137.438376,g1,g4,g9,g10,-27.2068340651409
Jerrell Powe,DT,Mississippi,5.25,63.5,27,236.22,8.17,5.06,2011,187.96,151.95332,g1,g4,g9,g10,-39.4568106095854
Bilal Powell,RB,Louisville,4.51,,18,,,,2011,177.8,93.893544,g3,g6,g8,g11,19.3399465522575
Robert Quinn,DE,North Carolina,4.62,86.36,22,294.64,7.13,4.4,2011,193.04,120.20188,g2,g5,g8,g11,-9.86635363018824
Will Rackley,OG,Lehigh,5.39,59.69,29,251.46,7.91,4.94,2011,190.5,140.159928,g1,g4,g9,g10,-28.6235188366247
Brooks Reed,OLB,Arizona,4.65,77.47,30,287.02,7.11,4.28,2011,187.96,119.294696,g2,g5,g8,g11,-7.76131687568287
D'Aundre Reed,DE,Arizona,4.84,90.17,30,302.26,7.24,4.32,2011,193.04,118.387512,g2,g5,g8,g11,-8.10549286719365
Jah Reid,OT,Central Florida,5.32,74.93,28,281.94,7.73,4.65,2011,200.66,148.324584,g1,g4,g9,g10,-38.9966050161165
Stevan Ridley,RB,LSU,4.65,91.44,18,299.72,6.78,4.21,2011,180.34,102.0582,g3,g6,g8,g11,10.8037699322778
Aldrick Robinson,WR,SMU,4.35,101.6,17,320.04,6.65,4.09,2011,177.8,83.460928,g3,g6,g7,g12,29.4648959394764
Jacquizz Rodgers,RB,Oregon State,4.59,83.82,,287.02,7.31,4.26,2011,167.64,88.904032,g3,g6,g8,g11,26.6315263965088
Justin Rogers,CB,Richmond,4.45,83.82,14,289.56,7.21,4.2,2011,177.8,81.64656,g3,g6,g7,g12,31.225756702471
Brian Rolle,OLB,Ohio State,4.53,83.82,28,292.1,6.89,4.26,2011,177.8,103.872568,g2,g5,g8,g11,9.65521235578728
Greg Romeus,DE,Pittsburgh,4.79,,,,,,2011,195.58,119.748288,g2,g5,g8,g11,-10.0384416259436
Evan Royster,RB,Penn State,4.65,86.36,20,287.02,7.07,4.18,2011,182.88,96.161504,g3,g6,g8,g11,15.9142642255062
Chris Rucker,CB,Michigan State,4.54,,10,,,,2011,182.88,88.45044,g3,g6,g7,g12,23.3979224682332
Kyle Rudolph,TE,Notre Dame,4.83,,,,,,2011,198.12,117.480328,g2,g5,g8,g11,-8.44966885870444
Kevin Rutland,CB,Missouri,4.58,90.17,12,299.72,6.92,4.15,2011,182.88,86.18248,g3,g6,g7,g12,25.5989984219764
Brandon Saine,RB,Ohio State,4.4,87.63,22,287.02,6.98,4.25,2011,180.34,99.79024,g3,g6,g8,g11,13.0048458860211
Greg Salas,WR,Hawaii,4.53,93.98,15,304.8,6.65,4.1,2011,185.42,95.25432,g3,g6,g7,g12,16.1823914204995
DeMarco Sampson,WR,San Diego State,4.41,,14,,,,2011,187.96,92.532768,g3,g6,g7,g12,18.2113793784873
Jock Sanders,WR,West Virginia,4.5,87.63,19,307.34,6.78,4.13,2011,167.64,82.100152,g3,g6,g7,g12,33.2347542577385
Robert Sands,S,West Virginia,4.53,88.9,12,314.96,7.03,4.06,2011,193.04,98.429464,g3,g6,g7,g12,11.2639755257468
Dane Sanzenbacher,WR,Ohio State,4.56,85.09,,299.72,6.46,3.97,2011,180.34,82.553744,g3,g6,g7,g12,29.7330231344696
Tyler Sash,S,Iowa,4.62,83.82,11,274.32,6.9,4.27,2011,182.88,95.707912,g3,g6,g7,g12,16.3544794162549
Weslye Saunders,TE,South Carolina,4.93,85.09,19,294.64,,,2011,195.58,122.46984,g2,g5,g8,g11,-12.6797327704355
Steve Schilling,OG,Michigan,5.18,64.77,30,248.92,7.73,4.62,2011,193.04,139.706336,g1,g4,g9,g10,-28.79560683238
Caleb Schlauderaff,OG,Utah,5.18,,,,,,2011,193.04,138.34556,g1,g4,g9,g10,-27.4749612601341
Da'Rel Scott,RB,Maryland,4.4,86.36,19,297.18,7.15,4.2,2011,180.34,95.707912,g3,g6,g8,g11,16.9667826027589
Da'Norris Searcy,S,North Carolina,4.55,83.82,27,304.8,6.87,4.09,2011,180.34,101.151016,g3,g6,g7,g12,11.6842003137751
Jabaal Sheard,DE,Pittsburgh,4.68,78.74,,292.1,,,2011,190.5,119.748288,g2,g5,g8,g11,-8.81383525293556
Kelvin Sheppard,ILB,LSU,4.7,85.09,22,279.4,,4.28,2011,187.96,113.398,g2,g5,g8,g11,-2.03851939595046
Richard Sherman,CB,Stanford,4.54,96.52,16,317.5,6.82,4.33,2011,190.5,88.45044,g3,g6,g7,g12,21.5610129087211
Derek Sherrod,OT,Mississippi State,5.18,71.12,23,246.38,7.43,4.63,2011,195.58,145.603032,g1,g4,g9,g10,-35.1307074986165
Cecil Shorts,WR,Mount Union,4.5,87.63,21,289.56,6.5,4.07,2011,182.88,92.98636,g3,g6,g7,g12,18.9957705607467
Sealver Siliga,DT,Utah,5.38,73.66,29,254,7.7,4.75,2011,187.96,138.34556,g1,g4,g9,g10,-26.250354887126
David Sims,S,Iowa State,4.5,95.25,24,304.8,,4.28,2011,175.26,90.7184,g3,g6,g7,g12,23.0337560740021
Buster Skrine,CB,Tenn-Chattanooga,4.37,93.98,20,309.88,6.44,3.9,2011,175.26,84.368112,g3,g6,g7,g12,29.1967687444831
Aldon Smith,DE,Missouri,4.74,86.36,20,299.72,7.19,4.5,2011,193.04,119.294696,g2,g5,g8,g11,-8.98592324869095
D.J. Smith,OLB,Appalachian State,4.71,78.74,20,264.16,7.35,4.45,2011,180.34,108.408488,g2,g5,g8,g11,4.64075726179677
